#OTU ID	CZ.MB64.S64.L001.R1	CZ.MB6.S6.L001.R1	CZ.MB71.S71.L001.R1	CZ.MB132.S132.L001.R1	CZ.MB115.S115.L001.R1	CZ.MB22.S22.L001.R1	CZ.MB41.S41.L001.R1	CZ.MB43.S43.L001.R1	CZ.MB120.S120.L001.R1	CZ.MB96.S96.L001.R1	CZ.MB128.S128.L001.R1	CZ.MB54.S54.L001.R1	CZ.MB107.S107.L001.R1	CZ.MB57.S57.L001.R1	CZ.MB29.S29.L001.R1	CZ.MB93.S93.L001.R1	CZ.MB4.S4.L001.R1	CZ.MB34.S34.L001.R1	CZ.MB116.S116.L001.R1	CZ.MB124.S124.L001.R1	CZ.MB26.S26.L001.R1	CZ.MB123.S123.L001.R1	CZ.MB136.S136.L001.R1	CZ.MB39.S39.L001.R1	CZ.MB55.S55.L001.R1	CZ.MB45.S45.L001.R1	CZ.MB89.S89.L001.R1	CZ.MB135.S135.L001.R1	CZ.MB72.S72.L001.R1	CZ.MB80.S80.L001.R1	CZ.MB127.S127.L001.R1	CZ.MB68.S68.L001.R1	CZ.MB84.S84.L001.R1	CZ.MB70.S70.L001.R1	CZ.MB90.S90.L001.R1	CZ.MB103.S103.L001.R1	CZ.MB105.S105.L001.R1	CZ.MB108.S108.L001.R1	CZ.MB94.S94.L001.R1	CZ.MB106.S106.L001.R1	CZ.MB112.S112.L001.R1	CZ.MB73.S73.L001.R1	CZ.MB51.S51.L001.R1	CZ.MB98.S98.L001.R1	CZ.MB77.S77.L001.R1	CZ.MB53.S53.L001.R1	CZ.MB91.S91.L001.R1	CZ.MB24.S24.L001.R1	CZ.MB56.S56.L001.R1	CZ.MB87.S87.L001.R1	CZ.MB20.S20.L001.R1	CZ.MB61.S61.L001.R1	CZ.MB113.S113.L001.R1	CZ.MB104.S104.L001.R1	CZ.MB110.S110.L001.R1	CZ.MB109.S109.L001.R1	CZ.MB5.S5.L001.R1	CZ.MB85.S85.L001.R1	CZ.MB1.S1.L001.R1	CZ.MB97.S97.L001.R1	CZ.MB44.S44.L001.R1	CZ.MB100.S100.L001.R1	CZ.MB119.S119.L001.R1	CZ.MB82.S82.L001.R1	CZ.MB17.S17.L001.R1	CZ.MB122.S122.L001.R1	CZ.MB28.S28.L001.R1	CZ.MB88.S88.L001.R1	CZ.MB19.S19.L001.R1	CZ.MB81.S81.L001.R1	CZ.MB83.S83.L001.R1	CZ.MB25.S25.L001.R1	CZ.MB133.S133.L001.R1	CZ.MB121.S121.L001.R1	CZ.MB99.S99.L001.R1	CZ.MB42.S42.L001.R1	CZ.MB69.S69.L001.R1	CZ.MB86.S86.L001.R1	CZ.MB31.S31.L001.R1	CZ.MB30.S30.L001.R1	CZ.MB47.S47.L001.R1	CZ.MB7.S7.L001.R1	CZ.MB134.S134.L001.R1	CZ.MB8.S8.L001.R1	CZ.MB27.S27.L001.R1	CZ.MB32.S32.L001.R1	CZ.MB2.S2.L001.R1	CZ.MB67.S67.L001.R1	CZ.MB52.S52.L001.R1	CZ.MB9.S9.L001.R1	CZ.MB102.S102.L001.R1	CZ.MB60.S60.L001.R1	CZ.MB16.S16.L001.R1	CZ.MB63.S63.L001.R1	CZ.MB92.S92.L001.R1	CZ.MB50.S50.L001.R1	CZ.MB79.S79.L001.R1	CZ.MB48.S48.L001.R1	CZ.MB21.S21.L001.R1	CZ.MB62.S62.L001.R1	CZ.MB36.S36.L001.R1	CZ.MB111.S111.L001.R1	CZ.MB58.S58.L001.R1	CZ.MB114.S114.L001.R1	CZ.MB3.S3.L001.R1	CZ.MB118.S118.L001.R1	CZ.MB126.S126.L001.R1	CZ.MB65.S65.L001.R1	CZ.MB117.S117.L001.R1	CZ.MB38.S38.L001.R1	CZ.MB78.S78.L001.R1	CZ.MB12.S12.L001.R1	CZ.MB37.S37.L001.R1	CZ.MB10.S10.L001.R1	CZ.MB33.S33.L001.R1	CZ.MB13.S13.L001.R1	CZ.MB95.S95.L001.R1	CZ.MB11.S11.L001.R1	CZ.MB40.S40.L001.R1	CZ.MB59.S59.L001.R1	CZ.MB66.S66.L001.R1	CZ.MB35.S35.L001.R1	CZ.MB14.S14.L001.R1	CZ.MB18.S18.L001.R1	CZ.MB130.S130.L001.R1	CZ.MB129.S129.L001.R1	CZ.MB76.S76.L001.R1	CZ.MB125.S125.L001.R1	CZ.MB101.S101.L001.R1	CZ.MB23.S23.L001.R1	CZ.MB75.S75.L001.R1	CZ.MB49.S49.L001.R1	CZ.MB131.S131.L001.R1	CZ.MB46.S46.L001.R1
NR_025127.1 Lachnobacterium bovis strain LRC 5382 16S ribosomal RNA gene, partial sequence	0	2	0	1	13	0	0	0	0	0	0	5	0	0	3	8	4	0	0	0	65	0	0	21	1	0	3	0	0	0	0	0	23	1	0	2	18	1	0	2	1	0	1	0	0	7	3	0	0	0	0	7	5	21	0	0	0	0	3	0	0	0	0	3	0	0	43	0	0	2	8	0	0	0	0	1	0	0	2	17	0	1	0	0	0	0	2	0	6	0	12	2	0	38	1	2	0	0	0	8	0	7	0	1	9	0	0	0	0	11	0	2	0	0	0	0	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NR_025046.1 Veillonella criceti strain ATCC 17747 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	41	3	0	0	0
NR_025073.1 Haemophilus felis strain ATCC 49733 16S ribosomal RNA gene, complete sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
NR_025230.1 Megasphaera micronuciformis strain AIP 412.00 16S ribosomal RNA gene, partial sequence	1	0	0	1	0	0	2	0	5	0	4	0	0	0	1	1	0	0	0	0	1	1	4	0	1	0	0	6	0	1	1	1	2	0	0	0	0	2	1	0	0	0	0	93	1	0	0	7	0	2	3	0	0	0	0	0	0	0	0	0	0	11	3	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	1	0	19	18	0	0	9
NR_025207.1 Hespellia stercorisuis strain PC18 16S ribosomal RNA gene, partial sequence	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NR_025307.1 Dolosicoccus paucivorans strain 2992-95 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0
NR_025930.1 Ruminococcus bromii strain ATCC 27255 16S ribosomal RNA gene, partial sequence	61	26	368	93	780	0	597	3115	85	2336	1	19	165	103	47	718	61	1401	237	1	10345	304	247	1495	1106	5	2383	9	0	254	1	1043	165	1568	330	7424	136	90	6	820	3190	0	1797	57	312	149	11	4	823	56	1330	184	2686	5196	4368	65	6	114	18	698	1	0	176	973	482	566	1263	1522	1449	509	250	2	6	1137	1	6	610	148	318	74	3691	76	295	25	2959	95	1209	810	1212	110	176	911	658	1513	318	68	13	125	4	933	1907	1644	308	361	452	275	2	903	376	1846	758	464	341	759	135	290	7	536	306	160	307	3262	196	2	281	0	354	1	10	0	2	5	52	0
NR_025651.1 [Clostridium] lactatifermentans strain G17 16S ribosomal RNA gene, partial sequence	0	6	1	9	8	0	6	20	0	95	1	8	2	26	26	11	5	28	0	0	1	2	0	11	26	2	1	5	1	698	1	3	22	367	7	0	3	16	6	21	0	3	2	0	0	12	5	0	43	26	2	2	4	2	19	78	3	24	3	87	4	8	2	3	1	21	0	62	24	3	15	10	11	77	6	516	362	16	25	2	0	18	91	11	1	13	0	2	3	106	4	5	11	4	3	0	182	0	0	2	3	5	84	2	2	0	0	6	0	4	0	4	7	3	5	1	21	1	10	0	6	1	2	109	1	0	143	0	15	1	0	6	194	0
NR_025423.1 Haemophilus pittmaniae strain HK85 16S ribosomal RNA gene, partial sequence	0	2	0	16	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	4	0	7	0	0	38	1	0	0	0	11	2	0	0	0	7	0	10	0	0	0	14	6	0	0	0	10	0	0	0	0	0	0	0	2	1	0	0	2	1	2	0	0	0	3	0	0	0	0	0	14	0	0	0	0	90	0	4	0	124	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	134	0	0	0	0
NR_025421.1 Limnobacter thiooxidans strain CS-K2 16S ribosomal RNA gene, partial sequence	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025600.1 Sutterella stercoricanis strain 5BAC4 16S ribosomal RNA gene, partial sequence	8	0	6	0	0	2	3	16	1	3	0	0	0	0	0	0	0	0	11	0	0	1	270	0	0	13	0	17	0	0	0	20	0	6	3	0	0	0	19	0	0	0	0	56	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	145	15	21	0	32	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	2	0	0	0	0	1	0	17	0	0	0	0	30	0	4	0	0	3	1	0	0	0	0	0	0	27	0	7	14	0	46	0	0	5	0	0	119	2	0	0	6	6	0	0	12	5	272	1	0	22	0	0	0	1
NR_025521.1 Actinomyces cardiffensis strain CCUG 44997 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NR_025511.1 Bacillus luciferensis strain LMG 18422 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
NR_025498.1 Sedimentibacter saalensis strain ZF2 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025627.1 Viridibacillus arvi strain LMG 22165 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025625.1 Enterococcus italicus strain LMG 21727 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NR_025650.1 Anaerobacillus macyae strain JMM-4 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NR_025642.1 Weissella soli strain Mi268 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025670.1 Pseudoflavonifractor capillosus strain ATCC 29799 16S ribosomal RNA gene, partial sequence	2	30	7	6	43	0	4	29	0	30	0	11	1	45	11	21	4	7	0	1	9	7	3	18	58	6	4	7	0	57	0	1	34	77	5	2	7	45	0	8	20	2	18	0	6	1	13	0	58	28	5	29	4	9	22	46	0	52	2	25	3	0	7	42	3	14	4	33	19	12	0	4	14	17	1	59	73	79	40	25	1	31	22	7	4	8	10	8	23	38	9	8	1	45	3	5	26	0	2	42	6	13	15	19	14	0	0	7	8	33	102	24	19	3	24	1	1	5	4	9	3	35	3	21	8	0	10	0	13	0	0	1	18	0
NR_025862.1 Granulicatella adiacens strain GIFU 12706 16S ribosomal RNA gene, complete sequence	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	6	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
NR_025796.1 [Clostridium] jejuense strain HY-35-12 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	4	0	3	0	0	1	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	4	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	3	0	0	0	0	1	3	0	7	5	0	2	3	0	1	0	0	1	3	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
NR_025689.1 Vagococcus carniphilus strain 1843-02 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
NR_025891.1 Kingella oralis strain UB-38 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025863.1 Abiotrophia defectiva strain GIFU 12707 16S ribosomal RNA gene, partial sequence	1	1	0	1	1	0	1	0	3	2	0	0	0	2	0	3	1	0	1	1	1	0	7	0	0	0	0	18	0	1	1	1	1	2	0	1	0	1	1	0	1	0	3	2	4	0	0	0	3	0	0	1	0	0	1	3	0	3	1	0	1	0	0	0	2	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	4	0	0	0	1	0	0	1	0	0	4	3	0	0	0	4	0	0	2	1	1	0	0	0	0	0	0	0	0	4	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	4	1	0	5	1	1	0	2
NR_025917.1 Acetivibrio cellulolyticus strain CD2 16S ribosomal RNA gene, partial sequence	1	6	0	2	83	0	1	0	0	0	0	2	5	1	7	16	11	2	0	0	1	0	0	35	6	0	1	0	0	9	0	1	19	2	1	10	2	21	0	3	6	0	21	0	0	5	19	0	21	6	0	63	32	14	3	3	4	20	12	1	0	0	2	29	0	0	14	10	1	9	7	2	14	0	0	1	0	35	21	73	0	15	1	3	17	22	3	0	36	10	12	10	0	81	1	3	42	0	0	76	7	9	8	33	28	0	0	1	2	10	0	13	29	0	4	2	0	2	0	4	0	1	2	0	0	0	0	0	6	0	0	9	18	0
NR_025918.1 Pseudobacteroides cellulosolvens strain ATCC 35603 16S ribosomal RNA gene, partial sequence	0	0	0	0	1	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NR_026020.1 Clostridium septicum strain Pasteur III 16S ribosomal RNA gene, complete sequence	0	4	0	18	0	0	0	0	0	0	0	7	1	1	3	1	17	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	36	2	0	0	2	39	0	19	0	0	0	0	0	68	0	0	2478	0	0	0	0	0	0	1	286	12	0	0	0	0	0	0	0	0	0	1	1	0	3	0	19	0	0	0	0	1	654	0	1	105	0	0	0	1021	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NR_025931.1 Ruminococcus flavefaciens strain C94 16S ribosomal RNA gene, partial sequence	592	13	0	3	240	0	713	3217	0	193	0	1	9	50	219	160	142	65	320	0	44	1	0	7	5	2	35	1	0	85	0	509	202	1300	44	29	255	0	471	21	124	2	192	0	1	118	736	0	8	73	0	672	470	334	14	65	0	7	12	4418	2	0	265	227	266	481	302	46	2190	102	591	0	1	700	0	324	635	0	9	25	0	7	9	1	99	11	433	470	713	10	41	630	552	125	163	6	50	1	0	299	81	806	175	210	202	95	0	8	148	13	0	235	11	548	65	95	970	135	82	197	959	16	128	781	0	0	327	0	10	0	2	2	15	0
NR_026013.1 Clostridium chauvoei strain 2585 16S ribosomal RNA gene, complete sequence	0	2	0	62	2	0	1	0	0	0	0	18	3	0	0	8	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	27	0	0	0	24	295	0	42	0	0	1	0	0	6	0	0	314	0	0	0	0	0	0	0	33	17	0	0	0	0	0	0	0	0	0	0	0	0	5	1	24	0	0	0	0	35	83	4	0	16	0	0	2	275	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NR_025948.1 Campylobacter helveticus strain D5248 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	31	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0
NR_025934.1 Cardiobacterium hominis strain 6573 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_026100.1 [Clostridium] celerecrescens strain 18A 16S ribosomal RNA gene, partial sequence	5	50	10	9	30	9	0	53	0	104	4	29	18	4	24	35	80	13	3	4	2	2	25	41	8	1	21	116	28	1	3	5	34	156	4	2	9	3	3	7	5	5	147	0	12	4	65	3	32	6	6	46	21	7	1	1	0	185	1	45	20	42	0	14	0	23	15	12	28	11	7	0	5	1	13	48	52	1	21	38	7	12	19	3	68	15	14	1	97	17	10	1	3	41	2	15	0	33	13	1	2	3	45	0	35	1	7	9	3	4	9	10	8	2	3	0	2	2	14	5	0	4	7	0	9	23	25	2	0	8	0	0	0	23
NR_026099.2 [Clostridium] aldrichii strain P-1 16S ribosomal RNA gene, partial sequence	0	1	0	0	1	0	0	0	0	13	0	4	1	8	8	0	8	2	0	0	5	0	0	2	10	0	1	0	0	44	0	0	4	9	1	58	3	2	0	0	1	0	100	0	0	3	3	0	5	2	0	2	0	46	1	1	0	2	10	1	0	0	0	105	0	1	24	3	0	40	3	0	0	3	0	6	2	1	1	0	0	4	0	1	42	6	50	0	22	1	5	1	0	5	1	4	0	0	0	2	0	1	8	0	26	0	0	0	0	0	0	0	1	2	6	2	0	0	2	2	0	1	1	8	0	0	0	0	2	0	0	2	1	0
NR_026031.1 Eubacterium saphenum strain 164-47 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_026102.1 [Clostridium] papyrosolvens strain DSM 2782 16S ribosomal RNA gene, partial sequence	0	9	0	0	0	0	0	0	0	0	0	0	5	0	7	0	4	0	0	0	2	0	0	0	14	0	0	0	0	0	0	0	2	2	0	0	0	3	0	0	0	0	3	0	0	0	0	0	44	0	0	1	0	1	0	0	2	45	1	1	0	0	0	1	0	0	5	0	0	1	7	0	0	1	0	2	0	0	12	6	0	1	0	0	3	9	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
NR_026104.1 [Clostridium] cellobioparum strain DSM 1351 16S ribosomal RNA gene, partial sequence	9	15	1	0	5	0	15	0	6	0	0	1	1	7	2	0	4	4	4	0	8	0	0	7	7	0	1	0	0	8	0	43	1	0	0	7	3	14	6	0	4	1	3	0	0	2	3	0	7	12	0	1	1	6	2	9	0	23	4	0	0	0	38	14	20	0	6	6	0	2	4	1	3	1	0	0	0	20	4	1	0	1	4	5	11	11	4	19	10	11	27	2	3	4	0	1	10	0	0	2	0	1	5	4	8	13	0	24	45	1	0	0	4	1	5	0	11	0	6	0	9	0	0	0	0	0	0	0	5	0	0	0	2	0
NR_026103.1 [Clostridium] populeti strain 743A 16S ribosomal RNA gene, partial sequence	1	0	0	0	6	0	4	8	0	31	0	1	2	2	5	8	1	0	0	0	0	0	0	7	101	0	2	0	0	1	0	5	4	18	5	2	2	25	1	1	5	0	0	0	0	5	35	0	93	1	0	19	6	3	4	2	12	8	0	11	0	0	1	0	3	6	1	4	7	0	7	1	0	35	0	38	10	0	130	3	0	5	0	0	4	87	0	0	1	1	1	3	1	6	11	2	1	0	0	15	1	5	3	12	1	3	0	0	0	5	1	1	5	2	0	1	5	6	2	2	2	4	0	54	0	0	0	0	1	0	0	0	0	0
